Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2021-07-29 19:08:45,,,4.423357,OSMO,0.0035,OSMO,,,staking,,B2E4775062B06D8EDB56CC5B44EC169D73D46663553E5953261997BF19ECF359-0
2021-07-29 17:00:00,,,2.893529,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-29.OSMO
2021-07-29 17:00:00,,,0.231097,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-29.AKT
2021-07-28 17:47:11,,,3.480452,OSMO,0.0035,OSMO,,,staking,,9F5E99C6D5B59A52BFC0EA500823DB61AF24705F0D1EA6A6A5EC6773A5664871-0
2021-07-28 17:00:00,,,2.892103,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-28.OSMO
2021-07-28 17:00:00,,,0.230951,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-28.AKT
2021-07-27 18:28:35,,,0.000008000,OSMO,0.00625,OSMO,,,staking,,811942B34BC1F5B2F8A8803C188428294649552528AF57C8A004480B51004088-0
2021-07-27 18:28:01,,,3.463567,OSMO,0.0035,OSMO,,,staking,,59369C5378F065D63F72A7D392E98BC3CFE5E0242463872D7A17E400331D7286-0
2021-07-27 17:00:00,,,2.888762,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-27.OSMO
2021-07-27 17:00:00,,,0.23036,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-27.AKT
2021-07-26 17:27:46,,,0.000009000,OSMO,0.00625,OSMO,,,staking,,A7C80EBCF999D345C9B5DB34F9EBF21A434B2648CA29F432F08C194742DBEDAA-0
2021-07-26 17:27:15,,,3.450916,OSMO,0.0035,OSMO,,,staking,,08E35A70632BAA7A8B2D49ED88577D53D4BFD7074BE550DF72826B8E438F9375-0
2021-07-26 17:00:00,,,2.904997,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-26.OSMO
2021-07-26 17:00:00,,,0.231482,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-26.AKT
2021-07-25 18:17:52,,,3.453048,OSMO,0.0035,OSMO,,,staking,,4B1CC9044A9EB7F3B7A8A83918D143A711A7C65129AE351776F86CF7CBC278C2-0
2021-07-25 17:00:00,,,2.900973,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-25.OSMO
2021-07-25 17:00:00,,,0.23123,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-25.AKT
2021-07-24 19:17:27,,,3.450328,OSMO,0.0035,OSMO,,,staking,,455C3C6A62CB605D9F92848C1AB1E783F5FCC443A6F45CC92B851CACE3A83FEE-0
2021-07-24 17:00:00,,,2.936212,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-24.OSMO
2021-07-24 17:00:00,,,0.233751,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-24.AKT
2021-07-23 18:25:02,,,3.429212,OSMO,0.0035,OSMO,,,staking,,B102206B88AA886B0F7314D2CC47E992A36B72175F303D2E0A31A465462246C4-0
2021-07-23 17:00:00,,,3.232369,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-23.OSMO
2021-07-23 17:00:00,,,0.234788,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-23.AKT
2021-07-22 22:24:51,,,3.448659,OSMO,0.0035,OSMO,,,staking,,E8C9F4ABBFAF0FB2C4594D688C4BB42E3F7099ED3790B562052882837620859A-0
2021-07-22 17:00:00,,,3.26318,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-22.OSMO
2021-07-22 17:00:00,,,0.235608,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-22.AKT
2021-07-21 17:32:44,,,0.000013000,OSMO,0.00625,OSMO,,,staking,,5306BA59B78CA29F57F5F1A423D60E2C4B707667F063D47CB97966635DD33311-0
2021-07-21 17:32:17,,,3.469683,OSMO,0.0035,OSMO,,,staking,,8686819CC5CF590C672DC2C921D44EF4D13224ABFD1DD7D1E46D4C2C943A319F-0
2021-07-21 17:00:00,,,3.293689,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-21.OSMO
2021-07-21 17:00:00,,,0.237757,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-21.AKT
2021-07-20 19:50:22,,,3.494678,OSMO,0.0035,OSMO,,,staking,,6664FF2F77BB071405AD89DE160850A41DC7A0BDF5E8CF00C563370C15B4A3EA-0
2021-07-20 17:00:00,,,3.314142,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-20.OSMO
2021-07-20 17:00:00,,,0.23922,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-20.AKT
2021-07-19 18:55:22,,,0.000007000,OSMO,0.00625,OSMO,,,staking,,1B802A973ABD0C786FEA8BD58E88DED250DC6D2DC9CF8233B574C4741E5736C4-0
2021-07-19 18:54:38,,,3.486048,OSMO,0.0035,OSMO,,,staking,,E9B8FB4852684FD83688FEFE09431DD7444B85BD7BF8793698973B9F5ABFBF4A-0
2021-07-19 17:00:00,,,3.357481,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-19.OSMO
2021-07-19 17:00:00,,,0.242608,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-19.AKT
2021-07-18 17:17:16,,,0.000011000,OSMO,0.00625,OSMO,,,staking,,6E7FBE65969BC9DA0EF2DC2DDA99B3C2094C72367CF1D7BE29AEB187170DC6FD-0
2021-07-18 17:16:39,,,3.502971,OSMO,0.0035,OSMO,,,staking,,1D8A3DB7751E8222C836C494DC187C7760DDE7DD0CF49B475D85C0BF7587F874-0
2021-07-18 17:00:00,,,3.422624,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-18.OSMO
2021-07-18 17:00:00,,,0.244991,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-18.AKT
2021-07-18 10:22:47,59.234377,ATOM,,,0.0175,OSMO,,,,,C5157C1B3399811C7A19D857479A32F6C4E299D3317032B774A23B00B9258927-0
2021-07-18 10:22:16,37.0,XPRT,20.11019,ATOM,0.015,OSMO,,,,,6FAC6B9DC51C6C70592963980465356524F3098C37EC13CC2492D1B3E66B28B7-0
2021-07-18 10:21:52,173.400766,AKT,39.124187,ATOM,0.015,OSMO,,,,,072E042EFE719EDEEA794943C761EA34961E8A00CC76FE1FEF2B4647BA415077-0
2021-07-18 10:21:21,0.1,AKT,0.17917,OSMO,,,,,,,00FC474FD6500BECF523F2CEB7D276781EA43771A2BB47EB1640DCB5F6CBFC2D-0
2021-07-18 10:19:25,,,37.0,XPRT,,,,,,,776069789EFAA618ABDFF46189AB22C9778A00E329FBB000676EEEA8CACAEE3C-1
2021-07-18 10:18:34,,,173.0,AKT,,,,,,,4EB713029D5C8C8B365DEB07F953E462CD0AC2BF952B8F6C545B2DC7424BC179-1
2021-07-17 17:27:54,,,0.000007000,OSMO,0.00625,OSMO,,,staking,,7F4F6A227A893220A8CB07CF555E66651B9392A027743F465B89D8D2BE2D15FB-0
2021-07-17 17:27:20,,,3.48884,OSMO,0.0035,OSMO,,,staking,,49B8442A41662C179ED68C6F638AD4869495C8A31DB337FEE64735CA2644E591-0
2021-07-17 17:00:00,,,3.470312,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-17.OSMO
2021-07-17 17:00:00,,,0.248028,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-17.AKT
2021-07-16 17:17:52,,,0.000004000,OSMO,0.00625,OSMO,,,staking,,0363875E2FE89733E2290C4F9A032C48B2AF7A00F32D1DCF3735D812409196ED-0
2021-07-16 17:16:23,,,3.480434,OSMO,0.0035,OSMO,,,staking,,984AA45B6C1FF666649B832DCF4865F3C17BB9E11C1D40ABCD949CA6EF2E1911-0
2021-07-16 17:00:00,,,3.536065,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-16.OSMO
2021-07-16 17:00:00,,,0.252697,AKT,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-16.AKT
2021-07-15 18:55:18,,,3.464858,OSMO,0.0035,OSMO,,,staking,,2C4E7D940F0AB0BEC35B656049802FC9B12C47AB0486C97085203D7D9C500430-0
2021-07-15 17:00:00,,,3.755806,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-15.OSMO
2021-07-14 17:20:36,,,0.000004000,OSMO,0.00625,OSMO,,,staking,,38A5B9197F3A53729522BF9DC02C67C02C66C6D6761216EFC50790395A403CD2-0
2021-07-14 17:20:04,,,3.429615,OSMO,0.0035,OSMO,,,staking,,710DA1E3BFDAEA8E3EC9E33AE2D95BFC40D1518E02071AB868EC78A9A6E56F80-0
2021-07-14 17:00:00,,,3.828832,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-14.OSMO
2021-07-13 19:59:41,,,0.000003000,OSMO,0.00625,OSMO,,,staking,,AA63920BD1C85738339DF51AA6054EEE19A24C710BD8D371CE590F57ECACD005-0
2021-07-13 19:59:09,,,3.405942,OSMO,0.0035,OSMO,,,staking,,4F737911519302EC22FE93495E5BE0FE5EAC8B6F3648C1B9B03A2F748971F163-0
2021-07-13 17:00:00,,,3.846539,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-13.OSMO
2021-07-12 19:12:40,,,3.366803,OSMO,0.0035,OSMO,,,staking,,D405AAAAE5C4CA3E5F25A8E387727EB508B8ACE6E0C675A369E3D639C09212D1-0
2021-07-12 17:00:00,,,3.901897,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-12.OSMO
2021-07-11 18:45:13,,,3.362641,OSMO,0.0035,OSMO,,,staking,,7AD5DD24EAF2135B35DAFA624A959FDBD72CB398C7E08B5647257BE30145F325-0
2021-07-11 17:00:00,,,3.934742,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-11.OSMO
2021-07-11 08:15:26,,,3.33182,OSMO,0.0035,OSMO,,,staking,,589D7AFDB535CD7B9C5F4A83865972E7A578210DFBD4D3D3C9715B36E693F096-0
2021-07-10 17:00:00,,,3.936361,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-10.OSMO
2021-07-09 19:42:12,,,0.000001000,OSMO,0.00625,OSMO,,,staking,,D24429B9E88FC4BAED4A0FA245265047C3220ACFBF8E14A89E9F92B32D7BEC2A-0
2021-07-09 19:41:34,,,3.310438,OSMO,0.0035,OSMO,,,staking,,64392EE99AC5F0AA4D9AA7D420FAAF160A3C0065539FE4B8EA494C5E1FEBC4B0-0
2021-07-09 17:00:00,,,3.951762,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-09.OSMO
2021-07-08 17:56:12,,,0.000010000,OSMO,0.00625,OSMO,,,staking,,4C1535A48FA440432CD51841E780C59F3BC735B9EB5AC1EBB98F623350AFF50C-0
2021-07-08 17:55:35,,,3.250479,OSMO,0.0035,OSMO,,,staking,,D462B417AA597273BFA3B2CB62F63F12E410AEB72245E404E77FA978E7551AFF-0
2021-07-08 17:00:00,,,3.492273,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-08.OSMO
2021-07-07 19:00:24,,,3.23029,OSMO,0.0035,OSMO,,,staking,,FEDD2A3E2CFA74C53DBE689FBDF488A618E13A2313844DB047795077077FBA8E-0
2021-07-07 17:00:00,,,3.529348,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-07.OSMO
2021-07-06 17:45:13,,,0.000013000,OSMO,0.00625,OSMO,,,staking,,7CDCDEE252625275EC450702C3989075D2E80E5E24283646FD1BE00A01355E07-0
2021-07-06 17:44:47,,,3.203928,OSMO,0.0035,OSMO,,,staking,,DA3E416D9319F12CA8AAA4CF55C609384337543797071C252B967FB19687CEA9-0
2021-07-06 17:00:00,,,3.561233,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-06.OSMO
2021-07-05 20:38:19,,,3.147187,OSMO,0.0035,OSMO,,,staking,,D1FDDA1435361615FD3C81368988AF0EBCF68BE2ADD3DA59FF8F83CE194C91A6-0
2021-07-05 17:00:00,,,3.61794,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-05.OSMO
2021-07-04 18:38:28,,,3.119819,OSMO,0.0035,OSMO,,,staking,,BEABF5EB1D1EEED0A811E4223A4C78F4E01FE16B7B184D147CAD175B7CCFA382-0
2021-07-04 17:00:00,,,3.642972,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-04.OSMO
2021-07-03 20:02:17,,,3.066165,OSMO,0.0035,OSMO,,,staking,,41952A6D727E43545F55009642A57CEDCFE0104E9D096FCABDA5C4674FF3A72D-0
2021-07-03 17:00:00,,,4.959128,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-03.OSMO
2021-07-02 19:13:41,,,0.000006000,OSMO,0.00625,OSMO,,,staking,,BCC091C4383C54AD1941D1351F5D971E9965FFDC5C29F658A644079629C0E8EB-0
2021-07-02 19:13:09,,,3.479336,OSMO,0.0035,OSMO,,,staking,,DCF7CD48390DA6C1D08D2147ADC67B552BFB289BF2FC6A1B4B9411FF5EF21B47-0
2021-07-02 17:00:00,,,5.016049,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-02.OSMO
2021-07-01 18:12:26,,,3.968557,OSMO,0.0035,OSMO,,,staking,,7F675679584A4BDDEA0ADCA0F5015523ED85F7FCF26E780F861FA232B3BA3FB1-0
2021-07-01 17:00:00,,,5.243109,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-07-01.OSMO
2021-06-30 21:18:16,,,3.275171,OSMO,0.0035,OSMO,,,staking,,52B77ED346CD12755CED0B2CD04D2619B8D88C5AAEC67D840647DB41F933E43C-0
2021-06-30 17:00:00,,,5.653586,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-30.OSMO
2021-06-29 18:05:14,,,0.000002000,OSMO,0.00625,OSMO,,,staking,,651714F8F6EA12A4D78D32D6E32A2B77CCB187B7D05B068DA1ED5BA2BEE5D01C-0
2021-06-29 18:04:02,,,3.153843,OSMO,0.0035,OSMO,,,staking,,D37AB151FF4DF0B035D96F87AAD67CBB42D33A28EC424FE8CD983AF02DB5F3A9-0
2021-06-29 17:00:00,,,6.019854,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-29.OSMO
2021-06-28 19:21:23,,,0.000041000,OSMO,0.00625,OSMO,,,staking,,37C6254B8D0660A3CB37B05C690C9BC7DC7E2DEDCF9F195F855B2E63C5FA04C0-0
2021-06-28 19:17:24,,,3.093036,OSMO,0.0035,OSMO,,,staking,,3C17A8FDB624C6FD09F068471460414D04AC3E2990AABD972159F8DCE6896B75-0
2021-06-28 17:00:00,,,6.516549,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-28.OSMO
2021-06-27 18:03:26,,,0.000160000,OSMO,0.00875,OSMO,,,staking,,1370807797D568AE25C9EC4FD0AE20AFF7AE84C4ACE6FF0F48E00D4520B09BEF-0
2021-06-27 17:43:01,,,0.000080000,OSMO,0.0049,OSMO,,,staking,,48ABB75585FBA543AAA8CB40EBBC2C3054AD7772E8832A6B9D323B36F9129B5A-0
2021-06-27 17:34:44,,,3.026208,OSMO,0.0035,OSMO,,,staking,,BC32A765CDC35643463F02B8192EAB797EC0C537E3D2C84C1DA44377BA3CAFD6-0
2021-06-27 17:00:00,,,7.065398,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-27.OSMO
2021-06-26 22:37:29,,,2.911156,OSMO,0.0035,OSMO,,,staking,,EA567212B873A2F1375162E02087DAEFCC6C37DC099ECC65EBE30A286C50FF2C-0
2021-06-26 17:00:00,,,7.295734,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-26.OSMO
2021-06-25 21:50:52,,,0.000006000,OSMO,0.00625,OSMO,,,staking,,9EAB7F2FAB0261172B1BC2C6A4688D696FE17DFE0EE908519DB40D4E08443E97-0
2021-06-25 21:49:56,,,3.101543,OSMO,0.0035,OSMO,,,staking,,BE42433325AC8A7876FB2CEF6283F60A7557A883FC45C5F025DE59C0922EBDED-0
2021-06-25 17:00:00,,,7.857927,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-25.OSMO
2021-06-24 17:35:09,,,0.000095000,OSMO,0.00625,OSMO,,,staking,,D5163285202B77EE8049D6B7DA911A8F1CEDB3150948A6805380E55A20F68E19-0
2021-06-24 17:26:29,,,9.490847,OSMO,0.0035,OSMO,,,staking,,BE7583BAF570CA395A4E7EC7128D0E340E0E917E80B708F4885F7D970BDDAB75-0
2021-06-24 17:00:00,,,11.722901,OSMO,,,,,staking,lp_reward,osmo16kcdjt4rvskyeuadt6hp850v529wtd9ucdxmum.2021-06-24.OSMO
2021-06-22 09:26:11,,,0.000001000,OSMO,0.00625,OSMO,,,staking,,A95901DCE66ED399434D65FCD4173258BD0BABF5B625948F226C0C97A7EF21F1-0
2021-06-22 09:25:40,,,11.005985,OSMO,0.0035,OSMO,,,staking,,2F6811B36738B3912F4E43E60BEF39D5B1AF404251572F0C24DD3BE0B7FF165E-0
2021-06-20 08:12:51,1.868261,ATOM,10.332169,OSMO,0.0105,OSMO,,,,,8486FDC4B2660CF48258B91738524B5FE9B5B1A39C349D4EE43DD7758C976B01-0
2021-06-20 08:11:43,217.882799,AKT,,,0.00875,OSMO,,,,liquidity pool deposit,2933D057C90BEDC8A72EDA3B07CCB3720826777C8518074EFEC4A872F187E13E-0
2021-06-20 08:11:43,28.314681,ATOM,,,,,,,,liquidity pool deposit,2933D057C90BEDC8A72EDA3B07CCB3720826777C8518074EFEC4A872F187E13E-0
2021-06-20 08:11:06,20.0,ATOM,79.091015,AKT,0.0075,OSMO,,,,,9DEFA79E0A39487CBDC1CE78171F75A8D58C2F6E0ABB31EC67995ACEF5C9FAAB-0
2021-06-20 08:09:06,280.0,OSMO,50.182942,ATOM,0.0105,OSMO,,,,,69378D9C2AF948C844B44804D65FC3C7CF8B3EAD53351A7DDAB54EDD4DF7661C-0
2021-06-20 08:07:11,,,138.783192,AKT,,,,,,liquidity pool withdraw,007D06037301DC099005CC304CDD8DE0BD1B96D6174E3BA914603D765C6A30A2-0
2021-06-20 08:07:11,,,179.658256,OSMO,,,,,,liquidity pool withdraw,007D06037301DC099005CC304CDD8DE0BD1B96D6174E3BA914603D765C6A30A2-0
2021-06-19 22:16:27,60.799999,AKT,,,0.00875,OSMO,,,,liquidity pool deposit,6020D18DB3AFD3F288A3463AE26E9EF120004E0DDE676BB6510285B923C15333-0
2021-06-19 22:16:27,61.300381,OSMO,,,,,,,,liquidity pool deposit,6020D18DB3AFD3F288A3463AE26E9EF120004E0DDE676BB6510285B923C15333-0
2021-06-19 22:15:50,50.0,OSMO,49.758725,AKT,0.0075,OSMO,,,,,BCDD25DF916799B8C66F2D50ADFC3D113FFBE48F1BE3B9E8AAFA7CE459857D89-0
2021-06-19 22:11:09,,,101.961008,OSMO,0.00625,OSMO,,,staking,,B645E695148F9E8C1396554710EFA710C19310C942D3BB4F2E3613812E8E73E9-0
2021-06-19 22:09:54,,,101.961008,OSMO,0.00625,OSMO,,,staking,,068A5E8F8697A1BB0D56EDB6A6EAB478E7606636AFEFF0E81BC529A82E154D11-0
2021-06-19 22:09:54,99.313989,AKT,,,0.00625,OSMO,,,,liquidity pool deposit,068A5E8F8697A1BB0D56EDB6A6EAB478E7606636AFEFF0E81BC529A82E154D11-0
2021-06-19 22:09:54,93.929599,OSMO,,,,,,,,liquidity pool deposit,068A5E8F8697A1BB0D56EDB6A6EAB478E7606636AFEFF0E81BC529A82E154D11-0
2021-06-19 22:08:01,,,101.961008,OSMO,0.0075,OSMO,,,staking,,660346F3D2794AF6C2F92C2B1D22A971B40C08D511882D7A630F9439B4FF6813-0
2021-06-19 22:08:01,101.949008,OSMO,110.363896,AKT,0.0075,OSMO,,,,,660346F3D2794AF6C2F92C2B1D22A971B40C08D511882D7A630F9439B4FF6813-0
